"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"sys","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.4.3",NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"sysfonts","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.8.9",NA,NA,NA,NA,"curl, jsonlite",NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"systemfonts","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.2.3",NA,"R (>= 3.2.0)","base64enc, grid, jsonlite, lifecycle, tools, utils","cpp11 (>= 0.2.1)","covr, farver, graphics, knitr, rmarkdown, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"table1","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.4.3",NA,"R (>= 3.5.0)","stats,Formula,knitr,htmltools,yaml",NA,"boot,MatchIt,rmarkdown,printr,kableExtra,flextable",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"targets","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.11.3",NA,"R (>= 3.5.0)","base64url (>= 1.4), callr (>= 3.7.0), cli (>= 2.0.2),
codetools (>= 0.2.16), data.table (>= 1.12.8), igraph (>=
2.0.0), knitr (>= 1.34), prettyunits (>= 1.1.0), ps (>= 1.8.0),
R6 (>= 2.4.1), rlang (>= 1.0.0), secretbase (>= 0.5.0), stats,
tibble (>= 3.0.1), tidyselect (>= 1.1.0), tools, utils, vctrs
(>= 0.2.4), yaml (>= 2.2.1)",NA,"autometric (>= 0.1.0), bslib, clustermq (>= 0.9.2), crew (>=
0.9.0), curl (>= 4.3), DT (>= 0.14), dplyr (>= 1.0.0), fst (>=
0.9.2), future (>= 1.19.1), future.batchtools (>= 0.9.0),
future.callr (>= 0.6.0), gargle (>= 1.2.0), googleCloudStorageR
(>= 0.7.0), gt (>= 0.2.2), keras (>= 2.2.5.0), markdown (>=
1.1), nanonext (>= 0.12.0), rmarkdown (>= 2.4), parallelly (>=
1.35.0), paws.common (>= 0.6.4), paws.storage (>= 0.4.0),
pkgload (>= 1.1.0), processx (>= 3.4.3), qs2, reprex (>=
2.0.0), rstudioapi (>= 0.11), R.utils (>= 2.6.0), shiny (>=
1.5.0), shinybusy (>= 0.2.2), shinyWidgets (>= 0.5.4),
tarchetypes, testthat (>= 3.0.0), torch (>= 0.1.0), usethis (>=
1.6.3), visNetwork (>= 2.1.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"tau","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.0-26",NA,"R (>= 2.10)",NA,NA,"tm",NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"TCGAbiolinks","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.34.1",NA,"R (>= 4.0)","downloader (>= 0.4), grDevices, biomaRt, dplyr, graphics,
tibble, GenomicRanges, XML (>= 3.98.0), data.table, jsonlite
(>= 1.0.0), plyr, knitr, methods, ggplot2, stringr (>= 1.0.0),
IRanges, rvest (>= 0.3.0), stats, utils, S4Vectors, R.utils,
SummarizedExperiment (>= 1.4.0), TCGAbiolinksGUI.data (>=
1.15.1), readr, tools, tidyr, purrr, xml2, httr (>= 1.2.1)",NA,"jpeg, png, BiocStyle, rmarkdown, devtools, maftools,
parmigene, c3net, minet, Biobase, affy, testthat, sesame,
AnnotationHub, ExperimentHub, pathview, clusterProfiler,
Seurat, ComplexHeatmap, circlize, ConsensusClusterPlus, igraph,
supraHex, limma, edgeR, sva, EDASeq, survminer, genefilter,
gridExtra, survival, doParallel, parallel, ggrepel (>= 0.6.3),
scales, grid, DT",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.0"
"TCGAbiolinksGUI.data","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.26.0",NA,"R (>= 3.5.0)",NA,NA,"BiocStyle, knitr, rmarkdown, readr, DT",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"TCGAutils","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.26.0",NA,"R (>= 4.2.0)","AnnotationDbi, BiocGenerics, BiocBaseUtils, GenomeInfoDb,
GenomicFeatures, GenomicRanges, GenomicDataCommons, IRanges,
methods, MultiAssayExperiment, RaggedExperiment (>= 1.5.7),
rvest, S4Vectors, stats, stringr, SummarizedExperiment, utils,
xml2",NA,"AnnotationHub, BiocStyle, curatedTCGAData, ComplexHeatmap,
devtools, dplyr, httr,
IlluminaHumanMethylation450kanno.ilmn12.hg19, impute, knitr,
magrittr, mirbase.db, org.Hs.eg.db, RColorBrewer, readr,
rmarkdown, RTCGAToolbox (>= 2.17.4), rtracklayer, R.utils,
testthat, TxDb.Hsapiens.UCSC.hg18.knownGene,
TxDb.Hsapiens.UCSC.hg19.knownGene",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"tcltk","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.4.0","base",NA,"utils",NA,NA,NA,"Part of R 4.4.0",NA,NA,NA,NA,"yes","4.4.0"
"tensor","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.5.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"tensorA","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.36.2.1",NA,"R (>= 2.2.0), stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"tensorflow","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.20.0",NA,"R (>= 3.6)","config, processx, reticulate (>= 1.41.0), tfruns (>= 1.0),
utils, yaml, grDevices, tfautograph (>= 0.3.1), rstudioapi (>=
0.7), lifecycle",NA,"testthat (>= 2.1.0), keras3, pillar, withr, callr",NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.4.1"
"terra","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.8-60",NA,"R (>= 3.5.0)","methods, Rcpp (>= 1.0-10)","Rcpp","parallel, tinytest, ncdf4, sf (>= 0.9-8), deldir, XML,
leaflet (>= 2.2.1), htmlwidgets",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.4.1"
"terrainmeshr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.0",NA,NA,"Rcpp (>= 1.0.0)","Rcpp",NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"tester","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.2.0",NA,"R (>= 3.0)",NA,NA,"testthat, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"testit","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.13",NA,NA,NA,NA,"rstudioapi, covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"testthat","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.2.3",NA,"R (>= 3.6.0)","brio (>= 1.1.3), callr (>= 3.7.3), cli (>= 3.6.1), desc (>=
1.4.2), digest (>= 0.6.33), evaluate (>= 1.0.1), jsonlite (>=
1.8.7), lifecycle (>= 1.0.3), magrittr (>= 2.0.3), methods,
pkgload (>= 1.3.2.1), praise (>= 1.0.0), processx (>= 3.8.2),
ps (>= 1.7.5), R6 (>= 2.5.1), rlang (>= 1.1.1), utils, waldo
(>= 0.6.0), withr (>= 3.0.2)",NA,"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr,
rmarkdown, rstudioapi, S7, shiny, usethis, vctrs (>= 0.1.0),
xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"text2vec","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.6.4",NA,"R (>= 3.6.0), methods","Matrix (>= 1.5-2), Rcpp (>= 1.0.3), R6 (>= 2.3.0),
data.table(>= 1.9.6), rsparse (>= 0.3.3.4), stringi (>= 1.1.5),
mlapi (>= 0.1.0), lgr (>= 0.2), digest (>= 0.6.8)","Rcpp, digest (>= 0.6.8)","magrittr, udpipe (>= 0.6), glmnet, testthat, covr, knitr,
rmarkdown, proxy",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"textcat","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0-9",NA,"R (>= 3.2.0)","tau (>= 0.0-11), slam",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.4.1"
"textshaping","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.1",NA,"R (>= 3.2.0)","lifecycle, stats, stringi, systemfonts (>= 1.1.0), utils","cpp11 (>= 0.2.1), systemfonts (>= 1.0.0)","covr, grDevices, grid, knitr, rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"tfautograph","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.3.2",NA,"R (>= 3.1)","reticulate, backports",NA,"rlang, tensorflow, testthat (>= 2.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"tfruns","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.5.4",NA,"R (>= 3.1)","utils, jsonlite (>= 1.2), base64enc, yaml, config, magrittr,
whisker, tidyselect, rlang, rstudioapi (>= 0.7), reticulate",NA,"testthat, knitr, withr, here, rmarkdown",NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.4.1"
"TFTF","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.0",NA,"R (>= 3.5.0)","dplyr (>= 0.8.3), RMySQL, RColorBrewer, jsonlite, tibble,
VennDiagram, grid, UCSCXenaShiny, ggplot2",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"TH.data","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1-3",NA,"R (>= 3.5.0), survival, MASS",NA,NA,"trtf, tram, rms, coin, ATR, multcomp, gridExtra, vcd,
colorspace, lattice, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"themis","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.3",NA,"R (>= 3.6), recipes (>= 1.1.0)","cli, gower, lifecycle (>= 1.0.3), dplyr, generics (>= 0.1.0),
purrr, RANN, rlang (>= 1.1.0), ROSE, tibble, withr, glue,
hardhat, vctrs",NA,"covr, dials (>= 1.2.0), ggplot2, modeldata, testthat (>=
3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"TheOpenAIR","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.0",NA,"R (>= 2.10)","reticulate, magrittr, tibble, methods, stringr, stringi,
data.table, httr, R.utils, xml2, utils, cli, rstudioapi",NA,"readr, jsonlite, tidyr, dplyr, lubridate, testthat (>=
3.0.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"this.path","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.7.0",NA,"R (>= 2.15)",NA,NA,"utils, jsonlite, microbenchmark, rprojroot","compiler, box, knitr, plumber, shiny, targets, testthat","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"tibble","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.3.0",NA,"R (>= 3.4.0)","cli, lifecycle (>= 1.0.0), magrittr, methods, pillar (>=
1.8.1), pkgconfig, rlang (>= 1.0.2), utils, vctrs (>= 0.5.0)",NA,"bench, bit64, blob, brio, callr, DiagrammeR, dplyr, evaluate,
formattable, ggplot2, here, hms, htmltools, knitr, lubridate,
nycflights13, pkgload, purrr, rmarkdown, stringi, testthat (>=
3.0.2), tidyr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"tictoc","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.2.1",NA,"R (>= 2.15), methods",NA,NA,"testthat (>= 3.0.0)",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"tidydr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.0.6",NA,NA,"cluster, ggfun, ggplot2, grid, rlang, stats, utils",NA,"knitr, rmarkdown, prettydoc, SingleCellExperiment,
SummarizedExperiment",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"tidyfst","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.8.2",NA,"R (>= 4.1.0)","data.table (>= 1.15.0), fst (>= 0.9.0), stringr (>= 1.5.0)",NA,"knitr, rmarkdown, nycflights13, pryr, tidyr, ggplot2, dplyr,
bench, testthat, tidytext",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"tidygraph","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.3.1",NA,NA,"cli, dplyr (>= 0.8.5), igraph (>= 2.0.0), lifecycle, magrittr,
pillar, R6, rlang, stats, tibble, tidyr, tools, utils","cpp11","ape, covr, data.tree, graph, influenceR, methods, netrankr,
NetSwan, network, seriation, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"tidyHeatmap","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.12.2",NA,"R (>= 4.3.0)","methods, stats, utils, dplyr (>= 0.8.5), magrittr (>= 1.5),
tidyr (>= 1.0.3), rlang (>= 0.4.5), purrr (>= 0.3.3), tibble,
ComplexHeatmap (>= 2.2.0), viridis (>= 0.5.1), circlize (>=
0.4.8), RColorBrewer (>= 1.1), grid, grDevices, lifecycle (>=
0.2.0), dendextend, patchwork",NA,"spelling, testthat, vdiffr, BiocManager, knitr, rmarkdown,
qpdf, covr, roxygen2, forcats, ggplot2",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"tidyllm","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.3.5",NA,"R (>= 4.2.0)","S7 (>= 0.2.0), base64enc, glue, jsonlite, curl, httr2 (>=
1.1.1), lubridate, purrr, rlang, stringr, grDevices, pdftools,
tibble, cli, png, lifecycle",NA,"knitr, rmarkdown, testthat (>= 3.0.0), tidyverse, httptest2,
httpuv, ellmer",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"tidymodels","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.3.0",NA,"R (>= 3.6)","broom (>= 1.0.7), cli (>= 3.6.4), conflicted (>= 1.2.0), dials
(>= 1.4.0), dplyr (>= 1.1.4), ggplot2 (>= 3.5.1), hardhat (>=
1.4.1), infer (>= 1.0.7), modeldata (>= 1.4.0), parsnip (>=
1.3.0), purrr (>= 1.0.4), recipes (>= 1.1.1), rlang (>= 1.1.5),
rsample (>= 1.2.1), rstudioapi (>= 0.17.1), tibble (>= 3.2.1),
tidyr (>= 1.3.1), tune (>= 1.3.0), workflows (>= 1.2.0),
workflowsets (>= 1.1.0), yardstick (>= 1.3.2)",NA,"covr, glue, knitr, rmarkdown, testthat (>= 3.0.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"tidypmc","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.0",NA,NA,"xml2, tokenizers, stringr, tibble, dplyr, readr",NA,"europepmc, tidytext, rmarkdown, knitr, testthat, covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"tidyprompt","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.2.0",NA,"R (>= 4.1.0)","dplyr, glue, httr2, jsonlite, stringr, utils, cli, R6, rlang",NA,"knitr, rmarkdown, testthat (>= 3.0.0), here, callr, skimr,
jsonvalidate, tidyjson, DBI, ellmer (>= 0.3.0), mcptools",NA,"GPL (>= 3) | file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"tidypubmed","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0",NA,"R (>= 3.5.0), dplyr","xml2, tokenizers, rentrez, tibble",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"tidyr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.3.1",NA,"R (>= 3.6)","cli (>= 3.4.1), dplyr (>= 1.0.10), glue, lifecycle (>= 1.0.3),
magrittr, purrr (>= 1.0.1), rlang (>= 1.1.1), stringr (>=
1.5.0), tibble (>= 2.1.1), tidyselect (>= 1.2.0), utils, vctrs
(>= 0.5.2)","cpp11 (>= 0.4.0)","covr, data.table, knitr, readr, repurrrsive (>= 1.1.0),
rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"tidyRSS","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.0.7",NA,"R (>= 3.1.0)","xml2 (>= 1.3.1), httr(>= 1.4.1), magrittr (>= 1.5), tibble (>=
3.0.0), dplyr (>= 1.0.0), jsonlite (>= 1.6.1), purrr (>=
0.3.3), anytime(>= 0.3.7), rlang (>= 0.4.6), glue (>= 1.4.0),
vctrs (>= 0.3.0), tidyselect (>= 1.1.0)",NA,"httptest, knitr, rmarkdown, covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"tidyselect","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.2.1",NA,"R (>= 3.4)","cli (>= 3.3.0), glue (>= 1.3.0), lifecycle (>= 1.0.3), rlang
(>= 1.0.4), vctrs (>= 0.5.2), withr",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, stringr,
testthat (>= 3.1.1), tibble (>= 2.1.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"tidytext","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.4.3",NA,"R (>= 2.10)","cli, dplyr (>= 1.1.1), generics, janeaustenr, lifecycle,
Matrix, methods, purrr (>= 0.1.1), rlang (>= 0.4.10), stringr,
tibble, tokenizers, vctrs",NA,"broom, covr, data.table, ggplot2, hunspell, knitr, mallet,
NLP, quanteda, readr, reshape2, rmarkdown, scales, stm,
stopwords, testthat (>= 2.1.0), textdata, tidyr, tm,
topicmodels, vdiffr, wordcloud",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"tidytree","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.4.6",NA,"R (>= 3.4.0)","ape, dplyr, lazyeval, magrittr, methods, rlang, tibble, tidyr,
tidyselect, yulab.utils (>= 0.0.4), pillar, cli",NA,"knitr, rmarkdown, prettydoc, testthat, utils",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.0"
"tidyverse","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.0.0",NA,"R (>= 3.3)","broom (>= 1.0.3), conflicted (>= 1.2.0), cli (>= 3.6.0),
dbplyr (>= 2.3.0), dplyr (>= 1.1.0), dtplyr (>= 1.2.2), forcats
(>= 1.0.0), ggplot2 (>= 3.4.1), googledrive (>= 2.0.0),
googlesheets4 (>= 1.0.1), haven (>= 2.5.1), hms (>= 1.1.2),
httr (>= 1.4.4), jsonlite (>= 1.8.4), lubridate (>= 1.9.2),
magrittr (>= 2.0.3), modelr (>= 0.1.10), pillar (>= 1.8.1),
purrr (>= 1.0.1), ragg (>= 1.2.5), readr (>= 2.1.4), readxl (>=
1.4.2), reprex (>= 2.0.2), rlang (>= 1.0.6), rstudioapi (>=
0.14), rvest (>= 1.0.3), stringr (>= 1.5.0), tibble (>= 3.1.8),
tidyr (>= 1.3.0), xml2 (>= 1.3.3)",NA,"covr (>= 3.6.1), feather (>= 0.3.5), glue (>= 1.6.2), mockr
(>= 0.2.0), knitr (>= 1.41), rmarkdown (>= 2.20), testthat (>=
3.1.6)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"tidywork","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.0",NA,"R (>= 3.5.0)",NA,NA,NA,NA,"What license is it under?",NA,NA,NA,NA,"no","4.4.0"
"tiff","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1-12",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"tikzDevice","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.12.6",NA,"R (>= 2.14.0)","filehash (>= 2.3), png",NA,"evaluate, formatR, ggplot2, knitr, lattice, maps, scales,
stringr, testthat (>= 0.8.1), withr, covr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"TimeCCI","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.0",NA,"R (>= 3.1.0)","tidyr, Seurat, CellChat, dplyr, cellAlign, furrr, future,
tibble",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"timechange","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.3.0",NA,"R (>= 3.3)",NA,"cpp11 (>= 0.2.7)","testthat (>= 0.7.1.99), knitr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.4.1"
"timeDate","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4041.110",NA,"R (>= 3.6.0), methods","graphics, utils, stats",NA,"RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"timereg","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.0.7",NA,"R (>= 2.15), survival","lava, numDeriv, stats, graphics, grDevices, utils, methods",NA,"mets,",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"timeROC","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.4",NA,"R (>= 2.9.1)","pec (>= 2.4.4), mvtnorm (>= 1.0-1)",NA,"survival, timereg",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.0"
"TimeTalk","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.0.310.316",NA,"R (>= 3.6.0)","Seurat, monocle3, tidyverse, ggplot2, cellAlign, lmtest, snow,
future, future.apply, RTN, dtw",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.0"
"tinytable","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.13.0",NA,"R (>= 4.1.0)","methods",NA,"base64enc, data.table (>= 1.15.2), estimatr, fansi, ggplot2,
gh, glue, htmltools, litedown (>= 0.6), magrittr,
marginaleffects, modelsummary, pandoc, quarto, Rdatasets,
rmarkdown, rstudioapi, scales, stringi, tibble, tinysnapshot
(>= 0.2.0), tinytest, tinytex, xfun (>= 0.51), webshot2","knitr","GPL (>= 3)",NA,NA,NA,NA,"no","4.4.1"
"tinytest","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.4.1",NA,"R (>= 3.0.0)","parallel, utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"tinytex","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.57",NA,NA,"xfun (>= 0.48)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"TKCat","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1.14",NA,"R (>= 3.6), ReDaMoR (>= 0.7.0), magrittr, DBI, visNetwork,
dplyr","ClickHouseHTTP, rlang, tidyselect, getPass, shiny,
shinydashboard, DT, htmltools, readr, jsonlite, jsonvalidate
(>= 1.3.2), base64enc, markdown, promises, future, xml2,
Matrix, uuid, crayon, roxygen2",NA,"knitr, rmarkdown, stringr, RClickhouse, data.tree, BED",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"tkWidgets","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.84.0",NA,"R (>= 2.0.0), methods, widgetTools (>= 1.1.7), DynDoc (>=
1.3.0), tools",NA,NA,"Biobase, hgu95av2",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"tm","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.7-16",NA,"R (>= 3.4.0), NLP (>= 0.2-0)","Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics, xml2","BH, Rcpp","antiword, filehash, methods, pdftools, Rcampdf, Rgraphviz,
Rpoppler, SnowballC, testthat, tm.lexicon.GeneralInquirer",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"TMB","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.9.17",NA,"R (>= 3.0.0)","graphics, methods, stats, utils, Matrix (>= 1.0-12)","Matrix, RcppEigen","numDeriv, parallel",NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"tmvtnorm","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.6",NA,"R (>= 1.9.0), mvtnorm, utils, Matrix, stats4, gmm","stats, methods",NA,"lattice",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.0"
"TOAST","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.20.0",NA,"R (>= 3.6), EpiDISH, limma, nnls, quadprog","stats, methods, SummarizedExperiment, corpcor, doParallel,
parallel, ggplot2, tidyr, GGally",NA,"BiocStyle, knitr, rmarkdown, gplots, matrixStats, Matrix",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.0"
"tokenizers","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.3.0",NA,"R (>= 3.1.3)","stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)","Rcpp","covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"tools","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.4.0","base",NA,NA,NA,"codetools, methods, xml2, curl, commonmark, knitr, xfun, mathjaxr, V8",NA,"Part of R 4.4.0",NA,NA,NA,NA,"yes","4.4.0"
"topicmodels","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.2-17",NA,"R (>= 3.5.0)","stats4, methods, modeltools, slam, tm (>= 0.6)",NA,"lattice, lda, OAIHarvester, SnowballC",NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"TPP","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.34.0",NA,"R (>= 3.4), Biobase, dplyr, magrittr, tidyr","biobroom, broom, data.table, doParallel, foreach,
futile.logger, ggplot2, grDevices, gridExtra, grid, knitr,
limma, MASS, mefa, nls2, openxlsx (>= 2.4.0), parallel, plyr,
purrr, RColorBrewer, RCurl, reshape2, rmarkdown, splines,
stats, stringr, tibble, utils, VennDiagram, VGAM",NA,"BiocStyle, testthat",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"TrajectoryUtils","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.14.0",NA,"SingleCellExperiment","methods, stats, Matrix, igraph, S4Vectors,
SummarizedExperiment",NA,"BiocNeighbors, DelayedArray, DelayedMatrixStats,
BiocParallel, testthat, knitr, BiocStyle, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
